TF	n_libraries_supported	best_adjusted_p	best_combined_score	supporting_libraries	best_term	aggregate_score
SMAD3	2	0.000989138725332098	21.749613923888912	ChEA_2022;TRRUST_Transcription_Factors_2019	SMAD3 18955504 ChIP-ChIP HaCaT Human	13.181304745159881
SMAD2	2	0.000989138725332098	21.749613923888912	ChEA_2022;TRRUST_Transcription_Factors_2019	SMAD2 18955504 ChIP-ChIP HaCaT Human	3.6957437046645145
USF1	2	0.0011258372094015141	22.104246388201656	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X;TRRUST_Transcription_Factors_2019	USF1 ENCODE	4.394874924760907
KLF6	2	0.0015433014009137236	19.15490306760601	ChEA_2022;TRRUST_Transcription_Factors_2019	KLF6 26769127 Chip-Seq PDAC-Cell Line Human	3.5025501593185857
CEBPA	2	0.0017222459281010657	19.265443036447053	ChEA_2022;TRRUST_Transcription_Factors_2019	CEBPA 20513432 ChIP-Seq MACROPHAGES Mouse	4.822617851612831
SUZ12	2	0.0023807635827672023	23.706922979862956	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	SUZ12 27294783 Chip-Seq NPCs Mouse	6.5203299732039905
CHD1	2	0.002848696690832528	16.92001955196192	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	CHD1 26751641 Chip-Seq LNCaP Human	3.788494066926807
NR0B1	2	0.0035211918566945078	33.71572144348522	ChEA_2022;TRRUST_Transcription_Factors_2019	NR0B1 18358816 ChIP-ChIP MESCs Mouse	3.220304480937978
JUN	2	0.003531272595811345	16.061299693635323	ChEA_2022;TRRUST_Transcription_Factors_2019	JUN 26020271 ChIP-Seq SMOOTH MUSCLE Human	8.21730396228054
TRIM28	2	0.006574395699456878	17.916232979192767	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	TRIM28 17542650 ChIP-ChIP NTERA2 Human	5.814731805482529
EBF1	2	0.0073708467445209366	45.36630030344951	ChEA_2022;TRRUST_Transcription_Factors_2019	EBF1 22473956 ChIP-Seq BONE MARROW Mouse	4.301398853184384
REST	2	0.008228151329718443	14.848601454231002	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	REST CHEA	5.812020873568145
USF2	2	0.0118724614226428	48.195197967407054	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X;TRRUST_Transcription_Factors_2019	USF2 ENCODE	3.627160032279178
POU2F1	2	0.011881874625877068	14.270007763406296	ChEA_2022;TRRUST_Transcription_Factors_2019	POU2F1 35413990 ChIP-Seq Human ARposCRProstateCancer	5.008321448311678
SMAD1	2	0.012049971138569638	52.12879720840147	ChEA_2022;TRRUST_Transcription_Factors_2019	SMAD1 18555785 Chip-Seq ESCs Mouse	4.580054843036978
ARNT	2	0.014929883227694273	13.780528504706739	ChEA_2022;TRRUST_Transcription_Factors_2019	ARNT 22903824 ChIP-Seq MCF-7 Human	2.5169444987753864
KLF4	2	0.01625907908755384	10.896630810606702	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	KLF4 18358816 ChIP-ChIP MESCs Mouse	7.951494113500651
BRCA1	2	0.018687910715223813	13.05762444710735	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X;TRRUST_Transcription_Factors_2019	BRCA1 ENCODE	2.4954334192305523
KLF5	2	0.021796264692012075	26.321879809212092	ChEA_2022;TRRUST_Transcription_Factors_2019	KLF5 25053715 ChIP-Seq YYC3 Human	3.078458650016066
TFAP2C	2	0.02856676164192266	33.71572144348522	ChEA_2022;TRRUST_Transcription_Factors_2019	TFAP2C 20629094 ChIP-Seq MCF-7 Human	2.311133158654818
LDB1	2	0.0287302727192758	33.71572144348522	ChEA_2022;TRRUST_Transcription_Factors_2019	LDB1 21186366 ChIP-Seq BM-HSCs Mouse	2.3086544212406546
MYCN	2	0.029896632946977492	7.65893871798702	ChEA_2022;TRRUST_Transcription_Factors_2019	MYCN 28898695 ChIP-Seq NB1643 Human Nerve Neuroblastoma	3.3602923580798536
HNF4A	2	0.0334014406860566	9.426822238286997	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	HNF4A 19761587 ChIP-ChIP CACO-2 Human	1.533177821963585
NFYB	2	0.03745266277054776	7.399983915054954	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	NFYB 21822215 ChIP-Seq K562 Human	2.5062341323354014
NR1I2	2	0.04555811617578384	46.06451014067542	ChEA_2022;TRRUST_Transcription_Factors_2019	NR1I2 20693526 ChIP-Seq LIVER Mouse	2.10842841201107
SMC3	2	0.04894063183687275	6.598547872580702	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	SMC3 22415368 ChIP-Seq MEFs Mouse	2.2245651072094432
ATF2	2	0.05095441026056011	19.30936894370364	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X;TRRUST_Transcription_Factors_2019	ATF2 ENCODE	2.003996064190081
NCOR1	2	0.07201904870140355	65.9085293542957	ChEA_2022;TRRUST_Transcription_Factors_2019	NCOR1 26117541 ChIP-Seq K562 Human	1.9095467892661584
HIF1A	2	0.07550647217187118	18.693488294580938	ChEA_2022;TRRUST_Transcription_Factors_2019	HIF1A 21447827 ChIP-Seq MCF-7 Human	1.8890099901991448
MAX	2	0.08130152194512166	65.9085293542957	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X;TRRUST_Transcription_Factors_2019	MAX ENCODE	1.856895494190239
RCOR1	2	0.08398427487313798	6.417325261925711	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	RCOR1 ENCODE	1.993152399519951
BCL6	2	0.10264695768699736	17.627728951176998	ChEA_2022;TRRUST_Transcription_Factors_2019	BCL6 25482012 ChIP-Seq CML-JURL-MK1 Human	1.7218762253036226
ESR2	2	0.1085969461793697	17.627728951176998	ChEA_2022;TRRUST_Transcription_Factors_2019	ESR2 21235772 ChIP-Seq MCF-7 Human	1.6625217480427108
EP300	2	0.14120031350733991	32.3866207064505	ChEA_2022;TRRUST_Transcription_Factors_2019	EP300 21415370 ChIP-Seq HL-1 Mouse	1.965188691438985
ZBTB33	2	0.15652047778317862	83.1016220368009	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X;TRRUST_Transcription_Factors_2019	ZBTB33 ENCODE	1.5724230048228018
FOXP2	2	0.1649745115466667	3.8716134312607804	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	FOXP2 23625967 ChIP-Seq PFSK-1 AND SK-N-MC Human	1.5104841256259167
NOTCH1	2	0.16848283022332308	55.66181399289476	ChEA_2022;TRRUST_Transcription_Factors_2019	NOTCH1 mouse	1.0662481720347565
PAX6	2	0.17100382715973253	33.71572144348522	ChEA_2022;TRRUST_Transcription_Factors_2019	PAX6 human	1.99232593434364
PPARA	2	0.17100382715973253	24.35307612271938	ChEA_2022;TRRUST_Transcription_Factors_2019	PPARA human	1.9812093077515338
SP1	2	0.17100382715973253	7.485471254773488	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X;TRRUST_Transcription_Factors_2019	SP1 mouse	1.8323065242673997
NKX2-5	2	0.17100382715973253	45.36630030344951	ChEA_2022;TRRUST_Transcription_Factors_2019	NKX2-5 human	1.3196545348034012
KLF2	2	0.17100382715973253	33.71572144348522	ChEA_2022;TRRUST_Transcription_Factors_2019	KLF2 human	1.0278157121973233
RAD21	2	0.17391646527750076	3.631237223175898	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	RAD21 ENCODE	1.0940075448235296
NR4A2	2	0.17565090300050254	29.640520020250488	ChEA_2022;TRRUST_Transcription_Factors_2019	NR4A2 mouse	0.9244260750617546
ATF3	2	0.18086251749858345	3.0997024184633015	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	ATF3 23680149 ChIP-Seq GBM1-GSC Human	1.17786144180353
ZEB1	2	0.18148559614134657	23.574610325457964	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X;TRRUST_Transcription_Factors_2019	ZEB1 mouse	0.9165467619438661
SIN3A	2	0.22901974955565677	2.752339935825926	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	SIN3A 21632747 ChIP-Seq MESCs Mouse	0.9879985344312472
CIITA	2	0.2502103908118024	6.956316183817003	ChEA_2022;TRRUST_Transcription_Factors_2019	CIITA human	1.0707676092314429
FOS	2	0.3221875871897785	2.574984134771403	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X;TRRUST_Transcription_Factors_2019	FOS ENCODE	1.3421946346743552
MYOD1	2	0.3457726913294432	3.141596466170354	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X;TRRUST_Transcription_Factors_2019	MYOD1 mouse	0.5444755732257263
ELF1	2	0.4341143635981414	1.3394498333579374	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	ELF1 ENCODE	0.793622817351973
SRF	2	0.7701610751104095	0.3710123194761051	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	SRF ENCODE	0.20645637806616907
GABPA	2	0.8479988810216803	0.18652486556704526	ChEA_2022;ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	GABPA ENCODE	0.13216105363815456
AF4	1	5.564725843899061e-15	181.01604855081507	ChEA_2022	AF4 26711339 ChIP-Seq SEM Human Blood Leukemia	19.356430982783408
ENL	1	1.3983061080185886e-11	147.06144313972973	ChEA_2022	ENL 26711339 ChIP-Seq SEM Human Blood Leukemia	10.854397745277756
NERF2	1	5.397879720399029e-09	116.13525549997942	ChEA_2022	Nerf2 26677805 Chip-Seq MACROPHAGESS Mouse	8.267776796946782
SMRT	1	6.775835590646971e-09	93.95965860516266	ChEA_2022	SMRT 22465074 ChIP-Seq MACROPHAGES Mouse	11.428003390550106
BRD4	1	9.469565484564902e-08	75.04084623955883	ChEA_2022	BRD4 27068464 Chip-Seq AML-cells Mouse	11.321910751837788
NCOR	1	2.623578601953875e-07	66.8703481746209	ChEA_2022	NCOR 22465074 ChIP-Seq MACROPHAGES Mouse	6.812184737815116
LXR	1	5.616331507950589e-07	62.52083397681163	ChEA_2022	LXR 22158963 ChIP-Seq LIVER Mouse	6.535521573894141
UBTF	1	9.612879077680891e-07	64.15251639917528	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	UBTF ENCODE	6.017146520730288
CREM	1	1.1274259030136288e-06	43.65295342090446	ChEA_2022	CREM 20920259 ChIP-Seq GC1-SPG Mouse	5.947911991330048
DMRT1	1	1.945071295772211e-06	53.515434918762836	ChEA_2022	DMRT1 23473982 ChIP-Seq TESTES Mouse	5.711064475164508
PU	1	4.387288983453564e-06	50.26051544671758	ChEA_2022	PU 27001747 Chip-Seq BMDM Mouse	5.357803758395195
STAT6	1	5.652551867094656e-06	95.97732796991704	ChEA_2022	STAT6 20620947 ChIP-Seq CD4 POS T Human	5.2477554439335705
MYB	1	6.308762339161746e-06	62.706100486411735	ChEA_2022	MYB 21317192 ChIP-Seq ERMYB Mouse	10.04074699721252
TCF21	1	6.308762339161746e-06	53.64000305672189	ChEA_2022	TCF21 26020271 ChIP-Seq HCASMC Human CoronaryArtery	7.6547044572246525
NUCKS1	1	6.308762339161746e-06	71.81066395268145	ChEA_2022	NUCKS1 24931609 ChIP-Seq HEPATOCYTES Mouse	5.200055832830936
NRF2	1	7.909066812724785e-06	45.3494232321348	ChEA_2022	NRF2 31884422 ChIP-Seq A549 Human Lung Carcinoma	5.830556625906761
FOSL1	1	7.909066812724785e-06	49.11950848206703	ChEA_2022	FOSL1 28411283 ChIP-Seq MDA231-LM2-4175 Human BreastCancer	5.10187475569228
ZNF217	1	1.6169081685123747e-05	44.47461514282228	ChEA_2022	ZNF217 24962896 ChIP-Seq MCF-7 Human	4.791314644930244
NR3C2	1	0.00014658921181901873	36.40877904911484	ChEA_2022	NR3C2 34362910 ChIP-Seq WistarRat Hippocampus Stress	7.5776100256741685
KDM2B	1	0.00014994803758308905	31.968158437073733	ChEA_2022	KDM2B 26808549 Chip-Seq REH Human	18.93033347651086
SFPI1	1	0.00018592402655289326	28.089988485587064	ChEA_2022	SFPI1 20887958 ChIP-Seq HPC-7 Mouse	3.7306644836810787
HOXB13	1	0.00020820940610286742	29.913097916112736	ChEA_2022	HOXB13 26457646 ChIP-Seq LNCaP Human Prostate Carcinoma	3.681499654622325
OCT4	1	0.0002182288154517487	29.071079129959763	ChEA_2022	OCT4 21477851 ChIP-Seq ESCs Mouse	8.231723031156493
UBF1/2	1	0.0002351051758214575	28.172472493865225	ChEA_2022	UBF1/2 26484160 Chip-Seq HMECs Human	4.917733321227118
MECOM	1	0.00023842797387252176	28.55025027659182	ChEA_2022	MECOM 23826213 ChIP-Seq KASUMI Mouse	3.6226427917767965
STAT4	1	0.00026943000945733186	31.99580088148618	ChEA_2022	STAT4 19710469 ChIP-ChIP TH1 Mouse	3.56955403364687
CRX	1	0.0004036202129145786	26.333505678443384	ChEA_2022	CRX 20693478 ChIP-Seq RETINA Mouse	3.7207362832304103
YAP1	1	0.00042994200262916094	24.313832126831336	ChEA_2022	YAP1 20516196 ChIP-Seq MESCs Mouse	3.3665901249713843
NR1H3	1	0.0004604413100083069	37.36915950404818	ChEA_2022	NR1H3 23393188 ChIP-Seq ATHEROSCLEROTIC-FOAM Human	3.3368257191347173
MAF	1	0.0005980426146482346	23.707886676458447	ChEA_2022	MAF 26560356 Chip-Seq TH1 Human	5.032746941064647
ZFP281	1	0.0006036229257657884	39.2889830619201	ChEA_2022	ZFP281 18358816 ChIP-ChIP MESCs Mouse	6.465645065787489
TCF7	1	0.0006036229257657884	23.54069026709159	ChEA_2022	TCF7 22412390 ChIP-Seq EML Mouse	3.21923427395858
PPAR	1	0.0006575682014063767	27.734615946227176	ChEA_2022	PPAR 26484153 Chip-Seq NCI-H1993 Human	3.1820591965136984
HAND2	1	0.0007732488793319115	18.749143346857114	ChEA_2022	HAND2 30127528 ChIP-Seq KELLY Human Brain Neuroblastoma	3.1116807007464704
KDM5B	1	0.0011565776965185364	17.65818946733874	ChEA_2022	KDM5B 21448134 ChIP-Seq MESCs Mouse	2.936825186900418
HOXB4	1	0.001248963723040185	22.383988809373342	ChEA_2022	HOXB4 20404135 ChIP-ChIP EML Mouse	2.903450175807026
GF1B	1	0.0014462342290635364	21.14875283804015	ChEA_2022	GF1B 26923725 Chip-Seq HPCs Mouse	2.839761363921283
SOX3	1	0.0014769159792434457	19.717565929730064	ChEA_2022	SOX3 22085726 ChIP-Seq NPCs Mouse	4.318197010490442
GATA3	1	0.0016756526372805616	19.063202847407318	ChEA_2022	GATA3 26560356 Chip-Seq TH2 Human	15.011203791632227
TCF12/HEB	1	0.0018146226912861565	18.70987634372891	ChEA_2022	TCF12/HEB 22897851 ChIP-Seq JUKARTE6-1 Human	2.74121366270885
TBX2	1	0.003010686063003773	21.391325850515408	ChEA_2022	TBX2 35687133 ChIP-Seq MCF-7 Human BreastCancer	5.005230591584097
GATA4	1	0.0030970846204515165	17.46595355442126	ChEA_2022	GATA4 21415370 ChIP-Seq HL-1 Mouse	2.91308317834811
NFIB	1	0.0032059537956896905	25.59776085767683	ChEA_2022	NFIB 24661679 ChIP-Seq LUNG Mouse	2.494042741002961
MBD3	1	0.0032059537956896905	13.760852158816315	ChEA_2022	MBD3 35695185 ChIP-Seq nicBasalRootGanglia Mouse Embryo	2.494042741002961
TBL1	1	0.003433744129554093	16.310220585304968	ChEA_2022	TBL1 22424771 ChIP-Seq 293T Human	2.464232070055384
SMC1	1	0.0035181314300298206	16.185247118663593	ChEA_2022	SMC1 22415368 ChIP-Seq MEFs Mouse	2.453687940242255
OLIG2	1	0.003531272595811345	16.030471998121932	ChEA_2022	OLIG2 26023283 ChIP-Seq AINV15 Mouse	5.386376762687421
P300	1	0.0036339606868383218	15.654800780859945	ChEA_2022	P300 27058665 Chip-Seq ZR-75-30cells Human	4.532489140861668
TAF1	1	0.0045869880432874875	13.633544641240329	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	TAF1 ENCODE	2.3384723919240527
E2F6	1	0.0045869880432874875	13.572186027857764	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	E2F6 ENCODE	2.3384723919240527
EOMES	1	0.00465472964643925	16.15702325965903	ChEA_2022	EOMES 20176728 ChIP-ChIP TSCs Mouse	3.404011440318719
STAT5	1	0.0052573386054315975	17.366235603621174	ChEA_2022	STAT5 23275557 ChIP-Seq MAMMARY-EPITHELIUM Mouse	2.2792340508045212
NFI	1	0.005499170266972518	14.565180988037765	ChEA_2022	NFI 21473784 ChIP-Seq ESCs Mouse	2.259702833352885
NFE2	1	0.005725747084524215	18.16558618311683	ChEA_2022	NFE2 27457419 Chip-Seq LIVER Mouse	2.2421678393778826
DPY	1	0.006527115620437119	13.833258845372443	ChEA_2022	DPY 21335234 ChIP-Seq ESCs Mouse	2.1852786942025837
PHOX2B	1	0.006565467856319736	13.150551746609649	ChEA_2022	PHOX2B 30127528 ChIP-Seq KELLY Human BrainNeuroblastoma	3.6020753922055304
HNFA	1	0.006565467856319736	13.751358028145306	ChEA_2022	HNFA 21074721 ChIP-Seq CACO-2 Human	2.182734320575533
PIAS1	1	0.006714404137070634	18.61956191956734	ChEA_2022	PIAS1 25552417 ChIP-Seq VCAP Human	2.1729925223049364
TBX20	1	0.006847465531068724	13.455426532731133	ChEA_2022	TBX20 22080862 ChIP-Seq HEART Mouse	4.328940290460328
TCF3/E2A	1	0.007348927135377699	13.411153152804298	ChEA_2022	TCF3/E2A 22897851 ChIP-Seq JUKARTE6-1 Human	2.1337760586293704
TCFCP2L1	1	0.007791379642382966	13.084108432084818	ChEA_2022	TCFCP2L1 18555785 Chip-Seq ESCs Mouse	4.020830272327329
RARB	1	0.007791379642382966	12.883582903751076	ChEA_2022	RARB 27405468 Chip-Seq BRAIN Mouse	2.27071536670734
CHD4	1	0.007791379642382966	12.048749611686125	ChEA_2022	CHD4 35695185 ChIP-Seq nicBasalRootGanglia Mouse Embryo	2.1083856337238025
ZNF382	1	0.008831938209478358	575.6053165227497	TRRUST_Transcription_Factors_2019	ZNF382 human	2.0539439780406528
RCOR3	1	0.008889847988929396	11.599266909219319	ChEA_2022	RCOR3 21632747 ChIP-Seq MESCs Mouse	2.05110566514155
GRHL2	1	0.008964102170597156	15.241048773833413	ChEA_2022	GRHL2 25758223 ChIP-Seq PLACENTA Mouse	2.047493202128756
GATA6	1	0.00922874566988597	12.192549193426284	ChEA_2022	GATA6 25053715 ChIP-Seq YYC3 Human	3.8126570889943983
NELFE	1	0.010014544178617317	26.37956128485954	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	NELFE ENCODE	1.9993688132417329
PU.1	1	0.011210622070088777	11.881268356541705	ChEA_2022	PU.1 20176806 ChIP-Seq MACROPHAGES Mouse	3.7245713047301625
MEIS1	1	0.011748214036292906	12.662887031126163	ChEA_2022	MEIS1 20887958 ChIP-Seq HPC-7 Mouse	4.288680078515965
SETDB1	1	0.011748214036292906	11.655517195730132	ChEA_2022	SETDB1 19884255 ChIP-Seq MESCs Mouse	2.550220894656165
SCL	1	0.011748214036292906	11.655517195730132	ChEA_2022	SCL 21571218 ChIP-Seq MEGAKARYOCYTES Human	2.498140674235702
ERA	1	0.012049971138569638	13.654996531698194	ChEA_2022	ERA 27197147 Chip-Seq ENDOMETRIOID-ADENOCARCINOMA Human	1.935611840009534
P53	1	0.014558305577549847	10.865797933262652	ChEA_2022	P53 22387025 ChIP-Seq ESCs Mouse	2.7969829862884175
LMO2	1	0.014929883227694273	10.728373242184524	ChEA_2022	LMO2 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	3.887861436539721
RUNX	1	0.015287521358957591	14.881828996477497	ChEA_2022	RUNX 20019798 ChIP-Seq JUKART Human	1.8156629231807806
PADI4	1	0.01589170729905506	12.217977230672005	ChEA_2022	PADI4 21655091 ChIP-ChIP MCF-7 Human	1.7988294425831919
ZFX	1	0.016185813072866137	9.386711415574737	ChEA_2022	ZFX 18555785 ChIP-Seq MESCs Mouse	3.2231990453588697
DACH1	1	0.016376952951926815	10.631311295877996	ChEA_2022	DACH1 20351289 ChIP-Seq MDA-MB-231 Human	1.7857668986233912
TEAD4	1	0.016723397219436695	9.849289851119552	ChEA_2022	TEAD4 22529382 ChIP-Seq TROPHECTODERM Mouse	1.9620778925905753
RXR	1	0.016894147848918555	10.089366324334824	ChEA_2022	RXR 22158963 ChIP-Seq LIVER Mouse	2.543526118501556
PRDM5	1	0.017659423844953125	11.619234154852835	ChEA_2022	PRDM5 23873026 ChIP-Seq MEFs Mouse	1.7530234697867277
NELFA	1	0.017820597177635206	10.061297818721151	ChEA_2022	NELFA 20434984 ChIP-Seq ESCs Mouse	1.7490777466175422
BHLHE40	1	0.018687910715223813	17.24934091249934	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	BHLHE40 ENCODE	1.728439249480914
CJUN	1	0.01891524939084083	9.712837814139169	ChEA_2022	CJUN 26792858 Chip-Seq BT549 Human	1.7231879283150913
CUX1	1	0.019174663202136316	9.519358661776703	ChEA_2022	CUX1 19635798 ChIP-ChIP MULTIPLE CANCER TYPES Human	1.7172722555791535
JUND	1	0.019839665430917263	9.530080172494289	ChEA_2022	JUND 26020271 ChIP-Seq SMOOTH MUSCLE Human	3.051039302420471
GFI1B	1	0.02014102473093766	9.605911481774074	ChEA_2022	GFI1B 20887958 ChIP-Seq HPC-7 Mouse	1.695918437274443
SOX11	1	0.021239657580198888	9.41740470783122	ChEA_2022	SOX11 22085726 ChIP-Seq ESNs Mouse	2.601780675828888
ZBTB7A	1	0.02154791811076413	9.14686364497291	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	ZBTB7A ENCODE	1.6665946835860252
FOXP3	1	0.02432665956914287	24.55042083515741	ChEA_2022	FOXP3 17237761 ChIP-ChIP TREG Mouse	2.034838251480696
NACC1	1	0.024369258644466603	11.921871301056825	ChEA_2022	NACC1 18358816 ChIP-ChIP MESCs Mouse	1.6131576826131677
TAF7L	1	0.024369258644466603	11.921871301056825	ChEA_2022	TAF7L 23326641 ChIP-Seq C3H10T1-2 Mouse	1.6131576826131677
PU1	1	0.024556075051206456	8.894197574058417	ChEA_2022	PU1 27457419 Chip-Seq LIVER Mouse	1.6098410479470988
MYBL2	1	0.026256421990924806	8.818907659844157	ChEA_2022	MYBL2 22936984 ChIP-ChIP MESCs Mouse	1.5807644562918461
FOXP1	1	0.026259315504210633	7.471644976870769	ChEA_2022	FOXP1 21924763 ChIP-Seq HESCs Human	1.5807165987575313
ZNF384	1	0.02728443200916164	10.914332325387216	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	ZNF384 ENCODE	1.5640850826671435
RING1B	1	0.030016441675141527	8.087356419381104	ChEA_2022	RING1B 27294783 Chip-Seq ESCs Mouse	1.7953495885637896
TFAP2A	1	0.030603565224441017	8.755744010297038	ChEA_2022	TFAP2A 35110662 ChIP-Seq HEPM Human Embryo	1.846237046900292
TFEB	1	0.030603565224441017	10.214354995142969	ChEA_2022	TFEB 21752829 ChIP-Seq HELA Human	1.5142279765540911
ISL1	1	0.03451906861386113	9.261822266200866	ChEA_2022	ISL1 30127528 ChIP-Seq BE2C Human Brain Neuroblastoma	2.358486211121636
SMARCD1	1	0.03482380208575162	7.561994894875725	ChEA_2022	SMARCD1 25818293 ChIP-Seq ESCs Mouse	1.4581238140711443
ZKSCAN1	1	0.03645366635963692	20.326250036341662	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	ZKSCAN1 ENCODE	1.4382587855988507
ETV1	1	0.03667223551796808	7.497623663377895	ChEA_2022	ETV1 20927104 ChIP-Seq GIST48 Human	1.4356626148955411
OCT1	1	0.0369997692164671	7.448640643464834	ChEA_2022	OCT1 27270436 Chip-Seq PROSTATE Human	1.4318009848067195
E2A	1	0.038467822060285234	7.2559473398625665	ChEA_2022	E2A 27217539 Chip-Seq RAMOS-Cell Line Human	1.4149024015272293
TET1	1	0.039611152869821975	7.371781914712104	ChEA_2022	TET1 21451524 ChIP-Seq MESCs Mouse	2.7870304754104387
PBX3	1	0.04004600234942423	8.045014229993939	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	PBX3 ENCODE	1.397440831495848
PRDM14	1	0.043105622366068075	7.0008733286895986	ChEA_2022	PRDM14 21183938 ChIP-Seq MESCs Mouse	2.373870837937016
ADNP	1	0.04868308036201739	9.228755565149134	ChEA_2022	ADNP 35650610 ChIP-Seq mESC Mouse Stem Autism	1.3126219501235215
TCFAP2C	1	0.04909282463018148	6.268005537546226	ChEA_2022	TCFAP2C 20176728 ChIP-ChIP TROPHOBLAST STEM CELLS Mouse	1.30898197938903
NFIC	1	0.05082797418820373	11.863627468387776	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	NFIC ENCODE	1.2938971992962538
CLOCK	1	0.054485995382019814	9.343262781367839	ChEA_2022	CLOCK 20551151 ChIP-Seq 293T Human	1.2637151107489049
HOXB7	1	0.05661080198036389	6.205584539091999	ChEA_2022	HOXB7 26014856 ChIP-Seq BT474 Human	1.2471006926126762
PHF8	1	0.05676906156309317	6.191494280906309	ChEA_2022	PHF8 20622853 ChIP-Seq HELA Human	1.2624665083608717
ELK1	1	0.05743856517753434	7.337172910560099	ChEA_2022	ELK1 22589737 ChIP-Seq MCF10A Human	2.3889667480332673
ESET	1	0.05867631466877726	6.2621919584769135	ChEA_2022	ESET 19884257 ChIP-Seq ESCs Mouse	1.2315371710604441
FOXH1	1	0.059547292810273794	6.0249095555710275	ChEA_2022	FOXH1 21741376 ChIP-Seq EPCs Human	1.9000092854224042
RFX5	1	0.0612752612499222	8.23862260511677	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	RFX5 ENCODE	1.2127148284372433
TBX3	1	0.06173542816787121	7.017971913823402	ChEA_2022	TBX3 20139965 ChIP-Seq ESCs Mouse	2.4113201474591994
CBX2	1	0.06173542816787121	5.9029423796676355	ChEA_2022	CBX2 22325352 ChIP-Seq 293T-Rex Human	1.2296809037474195
PCGF4	1	0.06173542816787121	5.9163706184345415	ChEA_2022	PCGF4 22325352 ChIP-Seq 293T-Rex Human	1.2094655354464574
AHR	1	0.06201651608910285	7.5896877477649936	ChEA_2022	AHR 22903824 ChIP-Seq MCF-7 Human	1.207492634838075
CDH4	1	0.06452257346126013	6.838980738399208	ChEA_2022	CDH4 35650610 ChIP-Seq mESC Mouse Stem Autism	1.19028831924749
CMYC	1	0.06487299466040082	5.824329353659012	ChEA_2022	CMYC 18555785 Chip-Seq ESCs Mouse	1.1879360537505421
LYL1	1	0.06697841644984273	7.255029789829612	ChEA_2022	LYL1 20887958 ChIP-Seq HPC-7 Mouse	2.1547606509174493
NMYC	1	0.06825032250877086	5.674233937385849	ChEA_2022	NMYC 18555785 Chip-Seq ESCs Mouse	1.165895292075505
SIN3B	1	0.06825032250877086	4.982869451833235	ChEA_2022	SIN3B 21632747 ChIP-Seq MESCs Mouse	1.165895292075505
PML	1	0.06943113368264217	5.889544799651411	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	PML ENCODE	1.158445743455875
NFKB2	1	0.07024746408095586	476.3096763717786	TRRUST_Transcription_Factors_2019	NFKB2 human	2.201872786524585
FOXD3	1	0.07024746408095586	290.05279964440666	TRRUST_Transcription_Factors_2019	FOXD3 human	1.1533693490816181
ER	1	0.07230416387998487	6.59962096058834	ChEA_2022	ER 23166858 ChIP-Seq MCF-7 Human	1.1408366916677133
ZNF274	1	0.0730332214205812	9.246185916526517	ChEA_2022	ZNF274 21170338 ChIP-Seq K562 Hela	1.1364795426513525
